#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Experimental role(s) interactor A	Experimental role(s) interactor B	Biological role(s) interactor A	Biological role(s) interactor B	Properties interactor A	Properties interactor B	Type(s) interactor A	Type(s) interactor B	HostOrganism(s)	Expansion method(s)	Dataset name(s)	Annotation(s) interactor A	Annotation(s) interactor B	Parameter(s) interactor A	Parameter(s) interactor B	Parameter(s) interaction
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:P05067|matrixdb:P05067	-	uniprotkb:APP(gene name)	matrixdb:zinc(short label)	matrixdb:a4_human(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Bush AI et al.	pubmed:7929392	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_P05067_7929392_1	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:P05546|matrixdb:P05546	-	uniprotkb:SERPIND1(gene name)	matrixdb:zinc(short label)	matrixdb:hep2_human(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Eckert R et al.	pubmed:12706831	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_P05546_12706831_1	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:P05546|matrixdb:P05546	-	uniprotkb:SERPIND1(gene name)	matrixdb:zinc(short label)	matrixdb:hep2_human(short label)	psi-mi:"MI:0017"(classical fluorescence spectroscopy)	Eckert R et al.	pubmed:12706831	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_P05546_12706831_2	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:P51693|matrixdb:P51693	-	uniprotkb:APLP1(gene name)	matrixdb:zinc(short label)	matrixdb:aplp1_human(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Bush AI et al.	pubmed:7929392	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_P51693_7929392_1	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:P39060-PRO_0000005794|matrixdb:PFRAG_1_human	-	uniprotkb:COL18A1(gene name)	matrixdb:zinc(short label)	matrixdb:endostatin(short label)	psi-mi:"MI:0013"(biophysical)	Ding YH et al.	pubmed:9724722	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_PFRAG_1_human_9724722_1	-	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_1|chebi:"CHEBI:29105"	uniprotkb:Q06481|matrixdb:Q06481	-	uniprotkb:APLP2(gene name)	matrixdb:zinc(short label)	matrixdb:aplp2_human(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Bush AI et al.	pubmed:7929392	-	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_1_Q06481_7929392_1	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_2|chebi:"CHEBI:29036"	uniprotkb:P07214|matrixdb:P09486	-	uniprotkb:SPARC(gene name)	matrixdb:copper(short label)	matrixdb:sprc_mouse(short label)	psi-mi:"MI:0047"(far western blotting)	ROBERT_VERNON et al.	imex:IM-14106|pubmed:2775822	-	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_2_P09486_2775822_1|imex:IM-14106-1	-	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_2|chebi:"CHEBI:29036"	uniprotkb:P07214|matrixdb:P09486	-	uniprotkb:SPARC(gene name)	matrixdb:copper(short label)	matrixdb:sprc_mouse(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Timothy_LANE et al.	imex:IM-14108|pubmed:7514608	-	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_2_P09486_7514608_1|imex:IM-14108-1	-	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_2|chebi:"CHEBI:29036"	uniprotkb:P07214|matrixdb:P09486	-	uniprotkb:SPARC(gene name)	matrixdb:copper(short label)	matrixdb:sprc_mouse(short label)	psi-mi:"MI:0069"(mass spectrometry studies of complexes)	Timothy_LANE et al.	imex:IM-14108|pubmed:7514608	-	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_2_P09486_7514608_2|imex:IM-14108-2	-	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
matrixdb:CAT_2|chebi:"CHEBI:29036"	uniprotkb:P33072|matrixdb:P28300	-	uniprotkb:LOX(gene name)	matrixdb:copper(short label)	matrixdb:lyox_bovin(short label)	psi-mi:"MI:0013"(biophysical)	Gacheru SN et al.	pubmed:1977746	-	taxid:9913(Bovine)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:CAT_2_P28300_1977746_1	-	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0682"(cofactor)	psi-mi:"MI:0501"(enzyme)	-	-	psi-mi:"MI:0328"(small molecule)	psi-mi:"MI:0326"(protein)	taxid:-1	
